model_name,symbol,timestamp,accuracy,sharpe_ratio,total_return,num_features
EURUSD_CNN_LSTM_20250611_112813,EURUSD,20250611_112813,0.5026666666666667,0.04777654894864431,0.0024720408928382565,23
